"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"AUS","Australia","T","Total","TOTAL","Total","2022","2022",26727025,,
"AUS","Australia","T","Total","TOTAL","Total","2023","2023",27147199,,
"AUS","Australia","T","Total","TOTAL","Total","2024","2024",27562195,,
"AUS","Australia","T","Total","TOTAL","Total","2025","2025",27970435,,
"AUS","Australia","T","Total","TOTAL","Total","2026","2026",28372315,,
"AUS","Australia","T","Total","TOTAL","Total","2027","2027",28765734,,
"AUS","Australia","T","Total","TOTAL","Total","2028","2028",29157085,,
"AUS","Australia","T","Total","TOTAL","Total","2029","2029",29545877,,
"AUS","Australia","T","Total","TOTAL","Total","2030","2030",29931725,,
"AUS","Australia","T","Total","TOTAL","Total","2031","2031",30314335,,
"AUS","Australia","T","Total","TOTAL","Total","2032","2032",30693262,,
"AUS","Australia","T","Total","TOTAL","Total","2033","2033",31068410,,
"AUS","Australia","T","Total","TOTAL","Total","2034","2034",31439821,,
"AUS","Australia","T","Total","TOTAL","Total","2035","2035",31807641,,
"AUS","Australia","T","Total","TOTAL","Total","2036","2036",32172123,,
"AUS","Australia","T","Total","TOTAL","Total","2037","2037",32533632,,
"AUS","Australia","T","Total","TOTAL","Total","2038","2038",32892495,,
"AUS","Australia","T","Total","TOTAL","Total","2039","2039",33248991,,
"AUS","Australia","T","Total","TOTAL","Total","2040","2040",33603376,,
"AUS","Australia","T","Total","TOTAL","Total","2041","2041",33955939,,
"AUS","Australia","T","Total","TOTAL","Total","2042","2042",34306863,,
"AUS","Australia","T","Total","TOTAL","Total","2043","2043",34656377,,
"AUS","Australia","T","Total","TOTAL","Total","2044","2044",35004632,,
"AUS","Australia","T","Total","TOTAL","Total","2045","2045",35351791,,
"AUT","Austria","T","Total","TOTAL","Total","2022","2022",9039449,,
"AUT","Austria","T","Total","TOTAL","Total","2023","2023",9108322,,
"AUT","Austria","T","Total","TOTAL","Total","2024","2024",9164592,,
"AUT","Austria","T","Total","TOTAL","Total","2025","2025",9192729,,
"AUT","Austria","T","Total","TOTAL","Total","2026","2026",9214056,,
"AUT","Austria","T","Total","TOTAL","Total","2027","2027",9248382,,
"AUT","Austria","T","Total","TOTAL","Total","2028","2028",9288463,,
"AUT","Austria","T","Total","TOTAL","Total","2029","2029",9326789,,
"AUT","Austria","T","Total","TOTAL","Total","2030","2030",9362956,,
"AUT","Austria","T","Total","TOTAL","Total","2031","2031",9397262,,
"AUT","Austria","T","Total","TOTAL","Total","2032","2032",9430265,,
"AUT","Austria","T","Total","TOTAL","Total","2033","2033",9461954,,
"AUT","Austria","T","Total","TOTAL","Total","2034","2034",9492456,,
"AUT","Austria","T","Total","TOTAL","Total","2035","2035",9521266,,
"AUT","Austria","T","Total","TOTAL","Total","2036","2036",9548874,,
"AUT","Austria","T","Total","TOTAL","Total","2037","2037",9576219,,
"AUT","Austria","T","Total","TOTAL","Total","2038","2038",9603055,,
"AUT","Austria","T","Total","TOTAL","Total","2039","2039",9628986,,
"AUT","Austria","T","Total","TOTAL","Total","2040","2040",9654021,,
"AUT","Austria","T","Total","TOTAL","Total","2041","2041",9678030,,
"AUT","Austria","T","Total","TOTAL","Total","2042","2042",9701746,,
"AUT","Austria","T","Total","TOTAL","Total","2043","2043",9724829,,
"AUT","Austria","T","Total","TOTAL","Total","2044","2044",9746549,,
"AUT","Austria","T","Total","TOTAL","Total","2045","2045",9767809,,
"BEL","Belgium","T","Total","TOTAL","Total","2022","2022",11635952,,
"BEL","Belgium","T","Total","TOTAL","Total","2023","2023",11713438,,
"BEL","Belgium","T","Total","TOTAL","Total","2024","2024",11752914,,
"BEL","Belgium","T","Total","TOTAL","Total","2025","2025",11787558,,
"BEL","Belgium","T","Total","TOTAL","Total","2026","2026",11827893,,
"BEL","Belgium","T","Total","TOTAL","Total","2027","2027",11866576,,
"BEL","Belgium","T","Total","TOTAL","Total","2028","2028",11904533,,
"BEL","Belgium","T","Total","TOTAL","Total","2029","2029",11942432,,
"BEL","Belgium","T","Total","TOTAL","Total","2030","2030",11980641,,
"BEL","Belgium","T","Total","TOTAL","Total","2031","2031",12019336,,
"BEL","Belgium","T","Total","TOTAL","Total","2032","2032",12058272,,
"BEL","Belgium","T","Total","TOTAL","Total","2033","2033",12097043,,
"BEL","Belgium","T","Total","TOTAL","Total","2034","2034",12135434,,
"BEL","Belgium","T","Total","TOTAL","Total","2035","2035",12173341,,
"BEL","Belgium","T","Total","TOTAL","Total","2036","2036",12210694,,
"BEL","Belgium","T","Total","TOTAL","Total","2037","2037",12247462,,
"BEL","Belgium","T","Total","TOTAL","Total","2038","2038",12283532,,
"BEL","Belgium","T","Total","TOTAL","Total","2039","2039",12318799,,
"BEL","Belgium","T","Total","TOTAL","Total","2040","2040",12353181,,
"BEL","Belgium","T","Total","TOTAL","Total","2041","2041",12386558,,
"BEL","Belgium","T","Total","TOTAL","Total","2042","2042",12418868,,
"BEL","Belgium","T","Total","TOTAL","Total","2043","2043",12449978,,
"BEL","Belgium","T","Total","TOTAL","Total","2044","2044",12479824,,
"BEL","Belgium","T","Total","TOTAL","Total","2045","2045",12508373,,
"CAN","Canada","T","Total","TOTAL","Total","2022","2022",38882000,,
"CAN","Canada","T","Total","TOTAL","Total","2023","2023",39426000,,
"CAN","Canada","T","Total","TOTAL","Total","2024","2024",39953100,,
"CAN","Canada","T","Total","TOTAL","Total","2025","2025",40464700,,
"CAN","Canada","T","Total","TOTAL","Total","2026","2026",40964600,,
"CAN","Canada","T","Total","TOTAL","Total","2027","2027",41452700,,
"CAN","Canada","T","Total","TOTAL","Total","2028","2028",41928300,,
"CAN","Canada","T","Total","TOTAL","Total","2029","2029",42391300,,
"CAN","Canada","T","Total","TOTAL","Total","2030","2030",42840800,,
"CAN","Canada","T","Total","TOTAL","Total","2031","2031",43276300,,
"CAN","Canada","T","Total","TOTAL","Total","2032","2032",43697300,,
"CAN","Canada","T","Total","TOTAL","Total","2033","2033",44108700,,
"CAN","Canada","T","Total","TOTAL","Total","2034","2034",44509900,,
"CAN","Canada","T","Total","TOTAL","Total","2035","2035",44901100,,
"CAN","Canada","T","Total","TOTAL","Total","2036","2036",45282300,,
"CAN","Canada","T","Total","TOTAL","Total","2037","2037",45654200,,
"CAN","Canada","T","Total","TOTAL","Total","2038","2038",46017800,,
"CAN","Canada","T","Total","TOTAL","Total","2039","2039",46374000,,
"CAN","Canada","T","Total","TOTAL","Total","2040","2040",46724200,,
"CAN","Canada","T","Total","TOTAL","Total","2041","2041",47070000,,
"CAN","Canada","T","Total","TOTAL","Total","2042","2042",47413600,,
"CAN","Canada","T","Total","TOTAL","Total","2043","2043",47757000,,
"CAN","Canada","T","Total","TOTAL","Total","2044","2044",48097400,,
"CAN","Canada","T","Total","TOTAL","Total","2045","2045",48435000,,
"CZE","Czechia","T","Total","TOTAL","Total","2022","2022",10740299,,
"CZE","Czechia","T","Total","TOTAL","Total","2023","2023",11006682,,
"CZE","Czechia","T","Total","TOTAL","Total","2024","2024",11033406,,
"CZE","Czechia","T","Total","TOTAL","Total","2025","2025",11000705,,
"CZE","Czechia","T","Total","TOTAL","Total","2026","2026",10967124,,
"CZE","Czechia","T","Total","TOTAL","Total","2027","2027",10932583,,
"CZE","Czechia","T","Total","TOTAL","Total","2028","2028",10898713,,
"CZE","Czechia","T","Total","TOTAL","Total","2029","2029",10866874,,
"CZE","Czechia","T","Total","TOTAL","Total","2030","2030",10836060,,
"CZE","Czechia","T","Total","TOTAL","Total","2031","2031",10805919,,
"CZE","Czechia","T","Total","TOTAL","Total","2032","2032",10776787,,
"CZE","Czechia","T","Total","TOTAL","Total","2033","2033",10749188,,
"CZE","Czechia","T","Total","TOTAL","Total","2034","2034",10732381,,
"CZE","Czechia","T","Total","TOTAL","Total","2035","2035",10726076,,
"CZE","Czechia","T","Total","TOTAL","Total","2036","2036",10720626,,
"CZE","Czechia","T","Total","TOTAL","Total","2037","2037",10716844,,
"CZE","Czechia","T","Total","TOTAL","Total","2038","2038",10715359,,
"CZE","Czechia","T","Total","TOTAL","Total","2039","2039",10715759,,
"CZE","Czechia","T","Total","TOTAL","Total","2040","2040",10717572,,
"CZE","Czechia","T","Total","TOTAL","Total","2041","2041",10720177,,
"CZE","Czechia","T","Total","TOTAL","Total","2042","2042",10723361,,
"CZE","Czechia","T","Total","TOTAL","Total","2043","2043",10727076,,
"CZE","Czechia","T","Total","TOTAL","Total","2044","2044",10731150,,
"CZE","Czechia","T","Total","TOTAL","Total","2045","2045",10734861,,
"DNK","Denmark","T","Total","TOTAL","Total","2022","2022",5910577,,
"DNK","Denmark","T","Total","TOTAL","Total","2023","2023",5945573,,
"DNK","Denmark","T","Total","TOTAL","Total","2024","2024",5949934,,
"DNK","Denmark","T","Total","TOTAL","Total","2025","2025",5949339,,
"DNK","Denmark","T","Total","TOTAL","Total","2026","2026",5966305,,
"DNK","Denmark","T","Total","TOTAL","Total","2027","2027",5985345,,
"DNK","Denmark","T","Total","TOTAL","Total","2028","2028",6005907,,
"DNK","Denmark","T","Total","TOTAL","Total","2029","2029",6027019,,
"DNK","Denmark","T","Total","TOTAL","Total","2030","2030",6047822,,
"DNK","Denmark","T","Total","TOTAL","Total","2031","2031",6067871,,
"DNK","Denmark","T","Total","TOTAL","Total","2032","2032",6087117,,
"DNK","Denmark","T","Total","TOTAL","Total","2033","2033",6105524,,
"DNK","Denmark","T","Total","TOTAL","Total","2034","2034",6123132,,
"DNK","Denmark","T","Total","TOTAL","Total","2035","2035",6139966,,
"DNK","Denmark","T","Total","TOTAL","Total","2036","2036",6156026,,
"DNK","Denmark","T","Total","TOTAL","Total","2037","2037",6171320,,
"DNK","Denmark","T","Total","TOTAL","Total","2038","2038",6185900,,
"DNK","Denmark","T","Total","TOTAL","Total","2039","2039",6199731,,
"DNK","Denmark","T","Total","TOTAL","Total","2040","2040",6212805,,
"DNK","Denmark","T","Total","TOTAL","Total","2041","2041",6225148,,
"DNK","Denmark","T","Total","TOTAL","Total","2042","2042",6236829,,
"DNK","Denmark","T","Total","TOTAL","Total","2043","2043",6247870,,
"DNK","Denmark","T","Total","TOTAL","Total","2044","2044",6258342,,
"DNK","Denmark","T","Total","TOTAL","Total","2045","2045",6268332,,
"FIN","Finland","T","Total","TOTAL","Total","2022","2022",5578239,,
"FIN","Finland","T","Total","TOTAL","Total","2023","2023",5620395,,
"FIN","Finland","T","Total","TOTAL","Total","2024","2024",5636489,,
"FIN","Finland","T","Total","TOTAL","Total","2025","2025",5642437,,
"FIN","Finland","T","Total","TOTAL","Total","2026","2026",5644475,,
"FIN","Finland","T","Total","TOTAL","Total","2027","2027",5642560,,
"FIN","Finland","T","Total","TOTAL","Total","2028","2028",5638492,,
"FIN","Finland","T","Total","TOTAL","Total","2029","2029",5633922,,
"FIN","Finland","T","Total","TOTAL","Total","2030","2030",5628778,,
"FIN","Finland","T","Total","TOTAL","Total","2031","2031",5623131,,
"FIN","Finland","T","Total","TOTAL","Total","2032","2032",5617057,,
"FIN","Finland","T","Total","TOTAL","Total","2033","2033",5610571,,
"FIN","Finland","T","Total","TOTAL","Total","2034","2034",5604330,,
"FIN","Finland","T","Total","TOTAL","Total","2035","2035",5598156,,
"FIN","Finland","T","Total","TOTAL","Total","2036","2036",5590971,,
"FIN","Finland","T","Total","TOTAL","Total","2037","2037",5583053,,
"FIN","Finland","T","Total","TOTAL","Total","2038","2038",5574507,,
"FIN","Finland","T","Total","TOTAL","Total","2039","2039",5565514,,
"FIN","Finland","T","Total","TOTAL","Total","2040","2040",5556501,,
"FIN","Finland","T","Total","TOTAL","Total","2041","2041",5547313,,
"FIN","Finland","T","Total","TOTAL","Total","2042","2042",5537865,,
"FIN","Finland","T","Total","TOTAL","Total","2043","2043",5528063,,
"FIN","Finland","T","Total","TOTAL","Total","2044","2044",5517930,,
"FIN","Finland","T","Total","TOTAL","Total","2045","2045",5507565,,
"FRA","France","T","Total","TOTAL","Total","2022","2022",68049785,,
"FRA","France","T","Total","TOTAL","Total","2023","2023",68347715,,
"FRA","France","T","Total","TOTAL","Total","2024","2024",68563013,,
"FRA","France","T","Total","TOTAL","Total","2025","2025",68743401,,
"FRA","France","T","Total","TOTAL","Total","2026","2026",68904862,,
"FRA","France","T","Total","TOTAL","Total","2027","2027",69048543,,
"FRA","France","T","Total","TOTAL","Total","2028","2028",69183856,,
"FRA","France","T","Total","TOTAL","Total","2029","2029",69318985,,
"FRA","France","T","Total","TOTAL","Total","2030","2030",69452680,,
"FRA","France","T","Total","TOTAL","Total","2031","2031",69584720,,
"FRA","France","T","Total","TOTAL","Total","2032","2032",69713814,,
"FRA","France","T","Total","TOTAL","Total","2033","2033",69839406,,
"FRA","France","T","Total","TOTAL","Total","2034","2034",69963886,,
"FRA","France","T","Total","TOTAL","Total","2035","2035",70086528,,
"FRA","France","T","Total","TOTAL","Total","2036","2036",70203715,,
"FRA","France","T","Total","TOTAL","Total","2037","2037",70310920,,
"FRA","France","T","Total","TOTAL","Total","2038","2038",70406263,,
"FRA","France","T","Total","TOTAL","Total","2039","2039",70489213,,
"FRA","France","T","Total","TOTAL","Total","2040","2040",70557320,,
"FRA","France","T","Total","TOTAL","Total","2041","2041",70610786,,
"FRA","France","T","Total","TOTAL","Total","2042","2042",70652293,,
"FRA","France","T","Total","TOTAL","Total","2043","2043",70682869,,
"FRA","France","T","Total","TOTAL","Total","2044","2044",70702462,,
"FRA","France","T","Total","TOTAL","Total","2045","2045",70713846,,
"DEU","Germany","T","Total","TOTAL","Total","2022","2022",83894527,,
"DEU","Germany","T","Total","TOTAL","Total","2023","2023",84796939,,
"DEU","Germany","T","Total","TOTAL","Total","2024","2024",85124735,,
"DEU","Germany","T","Total","TOTAL","Total","2025","2025",85258633,,
"DEU","Germany","T","Total","TOTAL","Total","2026","2026",85330389,,
"DEU","Germany","T","Total","TOTAL","Total","2027","2027",85337979,,
"DEU","Germany","T","Total","TOTAL","Total","2028","2028",85314590,,
"DEU","Germany","T","Total","TOTAL","Total","2029","2029",85294261,,
"DEU","Germany","T","Total","TOTAL","Total","2030","2030",85273820,,
"DEU","Germany","T","Total","TOTAL","Total","2031","2031",85252768,,
"DEU","Germany","T","Total","TOTAL","Total","2032","2032",85231651,,
"DEU","Germany","T","Total","TOTAL","Total","2033","2033",85210728,,
"DEU","Germany","T","Total","TOTAL","Total","2034","2034",85208264,,
"DEU","Germany","T","Total","TOTAL","Total","2035","2035",85219592,,
"DEU","Germany","T","Total","TOTAL","Total","2036","2036",85222541,,
"DEU","Germany","T","Total","TOTAL","Total","2037","2037",85218465,,
"DEU","Germany","T","Total","TOTAL","Total","2038","2038",85208107,,
"DEU","Germany","T","Total","TOTAL","Total","2039","2039",85192678,,
"DEU","Germany","T","Total","TOTAL","Total","2040","2040",85172950,,
"DEU","Germany","T","Total","TOTAL","Total","2041","2041",85148590,,
"DEU","Germany","T","Total","TOTAL","Total","2042","2042",85119712,,
"DEU","Germany","T","Total","TOTAL","Total","2043","2043",85086791,,
"DEU","Germany","T","Total","TOTAL","Total","2044","2044",85050277,,
"DEU","Germany","T","Total","TOTAL","Total","2045","2045",85012612,,
"GRC","Greece","T","Total","TOTAL","Total","2022","2022",10438164,,
"GRC","Greece","T","Total","TOTAL","Total","2023","2023",10394050,,
"GRC","Greece","T","Total","TOTAL","Total","2024","2024",10345968,,
"GRC","Greece","T","Total","TOTAL","Total","2025","2025",10293314,,
"GRC","Greece","T","Total","TOTAL","Total","2026","2026",10237663,,
"GRC","Greece","T","Total","TOTAL","Total","2027","2027",10179171,,
"GRC","Greece","T","Total","TOTAL","Total","2028","2028",10119864,,
"GRC","Greece","T","Total","TOTAL","Total","2029","2029",10061503,,
"GRC","Greece","T","Total","TOTAL","Total","2030","2030",10004039,,
"GRC","Greece","T","Total","TOTAL","Total","2031","2031",9947602,,
"GRC","Greece","T","Total","TOTAL","Total","2032","2032",9892440,,
"GRC","Greece","T","Total","TOTAL","Total","2033","2033",9838363,,
"GRC","Greece","T","Total","TOTAL","Total","2034","2034",9785209,,
"GRC","Greece","T","Total","TOTAL","Total","2035","2035",9732601,,
"GRC","Greece","T","Total","TOTAL","Total","2036","2036",9680127,,
"GRC","Greece","T","Total","TOTAL","Total","2037","2037",9628284,,
"GRC","Greece","T","Total","TOTAL","Total","2038","2038",9576954,,
"GRC","Greece","T","Total","TOTAL","Total","2039","2039",9525918,,
"GRC","Greece","T","Total","TOTAL","Total","2040","2040",9475188,,
"GRC","Greece","T","Total","TOTAL","Total","2041","2041",9424452,,
"GRC","Greece","T","Total","TOTAL","Total","2042","2042",9373419,,
"GRC","Greece","T","Total","TOTAL","Total","2043","2043",9321897,,
"GRC","Greece","T","Total","TOTAL","Total","2044","2044",9269821,,
"GRC","Greece","T","Total","TOTAL","Total","2045","2045",9217029,,
"HUN","Hungary","T","Total","TOTAL","Total","2022","2022",9689184,,
"HUN","Hungary","T","Total","TOTAL","Total","2023","2023",9679736,,
"HUN","Hungary","T","Total","TOTAL","Total","2024","2024",9657478,,
"HUN","Hungary","T","Total","TOTAL","Total","2025","2025",9632918,,
"HUN","Hungary","T","Total","TOTAL","Total","2026","2026",9609224,,
"HUN","Hungary","T","Total","TOTAL","Total","2027","2027",9585399,,
"HUN","Hungary","T","Total","TOTAL","Total","2028","2028",9561681,,
"HUN","Hungary","T","Total","TOTAL","Total","2029","2029",9538382,,
"HUN","Hungary","T","Total","TOTAL","Total","2030","2030",9515370,,
"HUN","Hungary","T","Total","TOTAL","Total","2031","2031",9492757,,
"HUN","Hungary","T","Total","TOTAL","Total","2032","2032",9471026,,
"HUN","Hungary","T","Total","TOTAL","Total","2033","2033",9450545,,
"HUN","Hungary","T","Total","TOTAL","Total","2034","2034",9431401,,
"HUN","Hungary","T","Total","TOTAL","Total","2035","2035",9413212,,
"HUN","Hungary","T","Total","TOTAL","Total","2036","2036",9395296,,
"HUN","Hungary","T","Total","TOTAL","Total","2037","2037",9378153,,
"HUN","Hungary","T","Total","TOTAL","Total","2038","2038",9361748,,
"HUN","Hungary","T","Total","TOTAL","Total","2039","2039",9346916,,
"HUN","Hungary","T","Total","TOTAL","Total","2040","2040",9334252,,
"HUN","Hungary","T","Total","TOTAL","Total","2041","2041",9322351,,
"HUN","Hungary","T","Total","TOTAL","Total","2042","2042",9310636,,
"HUN","Hungary","T","Total","TOTAL","Total","2043","2043",9299136,,
"HUN","Hungary","T","Total","TOTAL","Total","2044","2044",9287906,,
"HUN","Hungary","T","Total","TOTAL","Total","2045","2045",9276902,,
"ISL","Iceland","T","Total","TOTAL","Total","2022","2022",378493,,
"ISL","Iceland","T","Total","TOTAL","Total","2023","2023",382963,,
"ISL","Iceland","T","Total","TOTAL","Total","2024","2024",387313,,
"ISL","Iceland","T","Total","TOTAL","Total","2025","2025",391577,,
"ISL","Iceland","T","Total","TOTAL","Total","2026","2026",395718,,
"ISL","Iceland","T","Total","TOTAL","Total","2027","2027",399772,,
"ISL","Iceland","T","Total","TOTAL","Total","2028","2028",403684,,
"ISL","Iceland","T","Total","TOTAL","Total","2029","2029",407492,,
"ISL","Iceland","T","Total","TOTAL","Total","2030","2030",411144,,
"ISL","Iceland","T","Total","TOTAL","Total","2031","2031",414660,,
"ISL","Iceland","T","Total","TOTAL","Total","2032","2032",418018,,
"ISL","Iceland","T","Total","TOTAL","Total","2033","2033",421237,,
"ISL","Iceland","T","Total","TOTAL","Total","2034","2034",424290,,
"ISL","Iceland","T","Total","TOTAL","Total","2035","2035",427182,,
"ISL","Iceland","T","Total","TOTAL","Total","2036","2036",429914,,
"ISL","Iceland","T","Total","TOTAL","Total","2037","2037",432506,,
"ISL","Iceland","T","Total","TOTAL","Total","2038","2038",434937,,
"ISL","Iceland","T","Total","TOTAL","Total","2039","2039",437208,,
"ISL","Iceland","T","Total","TOTAL","Total","2040","2040",439324,,
"ISL","Iceland","T","Total","TOTAL","Total","2041","2041",441306,,
"ISL","Iceland","T","Total","TOTAL","Total","2042","2042",443136,,
"ISL","Iceland","T","Total","TOTAL","Total","2043","2043",444861,,
"ISL","Iceland","T","Total","TOTAL","Total","2044","2044",446448,,
"ISL","Iceland","T","Total","TOTAL","Total","2045","2045",447921,,
"IRL","Ireland","T","Total","TOTAL","Total","2022","2022",5117141,,
"IRL","Ireland","T","Total","TOTAL","Total","2023","2023",5200083,,
"IRL","Ireland","T","Total","TOTAL","Total","2024","2024",5241630,,
"IRL","Ireland","T","Total","TOTAL","Total","2025","2025",5273206,,
"IRL","Ireland","T","Total","TOTAL","Total","2026","2026",5304957,,
"IRL","Ireland","T","Total","TOTAL","Total","2027","2027",5336943,,
"IRL","Ireland","T","Total","TOTAL","Total","2028","2028",5368995,,
"IRL","Ireland","T","Total","TOTAL","Total","2029","2029",5400959,,
"IRL","Ireland","T","Total","TOTAL","Total","2030","2030",5432883,,
"IRL","Ireland","T","Total","TOTAL","Total","2031","2031",5464796,,
"IRL","Ireland","T","Total","TOTAL","Total","2032","2032",5496703,,
"IRL","Ireland","T","Total","TOTAL","Total","2033","2033",5528577,,
"IRL","Ireland","T","Total","TOTAL","Total","2034","2034",5561908,,
"IRL","Ireland","T","Total","TOTAL","Total","2035","2035",5596469,,
"IRL","Ireland","T","Total","TOTAL","Total","2036","2036",5630550,,
"IRL","Ireland","T","Total","TOTAL","Total","2037","2037",5664076,,
"IRL","Ireland","T","Total","TOTAL","Total","2038","2038",5697205,,
"IRL","Ireland","T","Total","TOTAL","Total","2039","2039",5729976,,
"IRL","Ireland","T","Total","TOTAL","Total","2040","2040",5762169,,
"IRL","Ireland","T","Total","TOTAL","Total","2041","2041",5793614,,
"IRL","Ireland","T","Total","TOTAL","Total","2042","2042",5824167,,
"IRL","Ireland","T","Total","TOTAL","Total","2043","2043",5853739,,
"IRL","Ireland","T","Total","TOTAL","Total","2044","2044",5882322,,
"IRL","Ireland","T","Total","TOTAL","Total","2045","2045",5909692,,
"ITA","Italy","T","Total","TOTAL","Total","2022","2022",59044380,,
"ITA","Italy","T","Total","TOTAL","Total","2023","2023",59035203,,
"ITA","Italy","T","Total","TOTAL","Total","2024","2024",58981420,,
"ITA","Italy","T","Total","TOTAL","Total","2025","2025",58924972,,
"ITA","Italy","T","Total","TOTAL","Total","2026","2026",58878138,,
"ITA","Italy","T","Total","TOTAL","Total","2027","2027",58841680,,
"ITA","Italy","T","Total","TOTAL","Total","2028","2028",58811700,,
"ITA","Italy","T","Total","TOTAL","Total","2029","2029",58785627,,
"ITA","Italy","T","Total","TOTAL","Total","2030","2030",58761348,,
"ITA","Italy","T","Total","TOTAL","Total","2031","2031",58736568,,
"ITA","Italy","T","Total","TOTAL","Total","2032","2032",58711552,,
"ITA","Italy","T","Total","TOTAL","Total","2033","2033",58686365,,
"ITA","Italy","T","Total","TOTAL","Total","2034","2034",58664804,,
"ITA","Italy","T","Total","TOTAL","Total","2035","2035",58645157,,
"ITA","Italy","T","Total","TOTAL","Total","2036","2036",58623222,,
"ITA","Italy","T","Total","TOTAL","Total","2037","2037",58598780,,
"ITA","Italy","T","Total","TOTAL","Total","2038","2038",58570277,,
"ITA","Italy","T","Total","TOTAL","Total","2039","2039",58537248,,
"ITA","Italy","T","Total","TOTAL","Total","2040","2040",58497246,,
"ITA","Italy","T","Total","TOTAL","Total","2041","2041",58447080,,
"ITA","Italy","T","Total","TOTAL","Total","2042","2042",58385703,,
"ITA","Italy","T","Total","TOTAL","Total","2043","2043",58312714,,
"ITA","Italy","T","Total","TOTAL","Total","2044","2044",58226932,,
"ITA","Italy","T","Total","TOTAL","Total","2045","2045",58127661,,
"JPN","Japan","T","Total","TOTAL","Total","2022","2022",124310234,,
"JPN","Japan","T","Total","TOTAL","Total","2023","2023",123750592,,
"JPN","Japan","T","Total","TOTAL","Total","2024","2024",123160805,,
"JPN","Japan","T","Total","TOTAL","Total","2025","2025",122544101,,
"JPN","Japan","T","Total","TOTAL","Total","2026","2026",121903096,,
"JPN","Japan","T","Total","TOTAL","Total","2027","2027",121239693,,
"JPN","Japan","T","Total","TOTAL","Total","2028","2028",120555142,,
"JPN","Japan","T","Total","TOTAL","Total","2029","2029",119850174,,
"JPN","Japan","T","Total","TOTAL","Total","2030","2030",119125143,,
"JPN","Japan","T","Total","TOTAL","Total","2031","2031",118380323,,
"JPN","Japan","T","Total","TOTAL","Total","2032","2032",117616154,,
"JPN","Japan","T","Total","TOTAL","Total","2033","2033",116833337,,
"JPN","Japan","T","Total","TOTAL","Total","2034","2034",116032796,,
"JPN","Japan","T","Total","TOTAL","Total","2035","2035",115215699,,
"JPN","Japan","T","Total","TOTAL","Total","2036","2036",114382599,,
"JPN","Japan","T","Total","TOTAL","Total","2037","2037",113534844,,
"JPN","Japan","T","Total","TOTAL","Total","2038","2038",112673865,,
"JPN","Japan","T","Total","TOTAL","Total","2039","2039",111801215,,
"JPN","Japan","T","Total","TOTAL","Total","2040","2040",110918552,,
"JPN","Japan","T","Total","TOTAL","Total","2041","2041",110027686,,
"JPN","Japan","T","Total","TOTAL","Total","2042","2042",109130566,,
"JPN","Japan","T","Total","TOTAL","Total","2043","2043",108229197,,
"JPN","Japan","T","Total","TOTAL","Total","2044","2044",107325502,,
"JPN","Japan","T","Total","TOTAL","Total","2045","2045",106421187,,
"KOR","Korea","T","Total","TOTAL","Total","2022","2022",51628117,,
"KOR","Korea","T","Total","TOTAL","Total","2023","2023",51558034,,
"KOR","Korea","T","Total","TOTAL","Total","2024","2024",51500029,,
"KOR","Korea","T","Total","TOTAL","Total","2025","2025",51447504,,
"KOR","Korea","T","Total","TOTAL","Total","2026","2026",51397309,,
"KOR","Korea","T","Total","TOTAL","Total","2027","2027",51348388,,
"KOR","Korea","T","Total","TOTAL","Total","2028","2028",51300095,,
"KOR","Korea","T","Total","TOTAL","Total","2029","2029",51250905,,
"KOR","Korea","T","Total","TOTAL","Total","2030","2030",51199019,,
"KOR","Korea","T","Total","TOTAL","Total","2031","2031",51142848,,
"KOR","Korea","T","Total","TOTAL","Total","2032","2032",51082971,,
"KOR","Korea","T","Total","TOTAL","Total","2033","2033",51018619,,
"KOR","Korea","T","Total","TOTAL","Total","2034","2034",50947857,,
"KOR","Korea","T","Total","TOTAL","Total","2035","2035",50868691,,
"KOR","Korea","T","Total","TOTAL","Total","2036","2036",50774771,,
"KOR","Korea","T","Total","TOTAL","Total","2037","2037",50660209,,
"KOR","Korea","T","Total","TOTAL","Total","2038","2038",50524704,,
"KOR","Korea","T","Total","TOTAL","Total","2039","2039",50368731,,
"KOR","Korea","T","Total","TOTAL","Total","2040","2040",50193281,,
"KOR","Korea","T","Total","TOTAL","Total","2041","2041",49998451,,
"KOR","Korea","T","Total","TOTAL","Total","2042","2042",49784159,,
"KOR","Korea","T","Total","TOTAL","Total","2043","2043",49551362,,
"KOR","Korea","T","Total","TOTAL","Total","2044","2044",49300187,,
"KOR","Korea","T","Total","TOTAL","Total","2045","2045",49029906,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2022","2022",653965,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2023","2023",669076,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2024","2024",681352,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2025","2025",692686,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2026","2026",703731,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2027","2027",714483,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2028","2028",724982,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2029","2029",735301,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2030","2030",745424,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2031","2031",755336,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2032","2032",765020,,
